image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
20201227FFYYE.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201227FFYYE.bmp,409,291,886,732,0,0.99946636,1280,1024
20180829LCM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180829LCM.bmp,769,7,1137,497,0,0.9581644,1280,1024
20201018IMY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201018IMY.bmp,669,172,1048,676,0,0.98251885,1280,1024
20190914WMW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190914WMW.bmp,511,173,816,589,0,0.72911656,1280,1024
20190812HKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190812HKY.bmp,768,321,1079,826,0,0.8728502,1280,1024
20210329HSKQ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210329HSKQ.bmp,397,169,967,690,0,0.9982575,1280,1024
20201215CKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201215CKY.bmp,513,193,851,553,0,0.8645498,1280,1024
20201103LSC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201103LSC.bmp,405,353,755,639,0,0.9562911,1280,1024
20211218WHY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211218WHY.jpg,1079,12,2650,1398,0,0.9995385,3840,2160
20180829LHS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180829LHS.bmp,618,248,972,511,0,0.78648037,1280,1024
20181008CWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181008CWY.bmp,400,563,810,857,0,0.9402132,1280,1024
20180315ZHM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180315ZHM.bmp,623,129,914,614,0,0.9097098,1280,1024
20190803LKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190803LKY.bmp,664,457,990,762,0,0.9274715,1280,1024
20210125TWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210125TWY.bmp,334,318,666,820,0,0.5776346,1280,1024
20210325CYPE.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210325CYPE.bmp,315,289,909,896,0,0.99951655,1280,1024
20220705LPC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220705LPC.jpg,1659,576,3195,2032,0,0.9994662,3840,2160
20211218LSK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211218LSK.jpg,920,103,2725,2160,0,0.999765,3840,2160
20220406LWS.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220406LWS.jpg,1363,426,2837,1934,0,0.9984507,3840,2160
20191012CWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191012CWY.bmp,455,527,851,957,0,0.9824332,1280,1024
20191226CCS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191226CCS.bmp,257,596,645,888,0,0.687431,1280,1024
20220517WWY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220517WWY.jpg,991,0,2345,1371,0,0.9981174,3840,2160
20191112TKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191112TKY.bmp,668,292,1064,591,0,0.8972117,1280,1024
20190914SKH.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190914SKH.bmp,503,190,857,700,0,0.86095166,1280,1024
20210813HL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210813HL.jpg,951,260,2375,1713,0,0.99973744,3840,2160
20180411SYY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180411SYY.bmp,249,392,630,705,0,0.44953018,1280,1024
20181226LKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181226LKY.bmp,476,247,783,520,0,0.9156102,1280,1024
20190629YTM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190629YTM.bmp,534,410,955,855,0,0.98815644,1280,1024
20200806ASL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200806ASL.bmp,805,412,1058,726,0,0.42606777,1280,1024
20181208CLC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181208CLC.bmp,579,450,916,888,0,0.9894325,1280,1024
20210421CMW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210421CMW.bmp,258,87,797,678,0,0.99952286,1280,1024
20211123LKC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211123LKC.jpg,1600,146,2469,1777,0,0.97778386,3840,2160
20211101LHY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211101LHY.jpg,333,526,1318,1987,0,0.9824476,3840,2160
20220620 WWY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220620 WWY.jpg,1405,257,3007,1763,0,0.9998387,3840,2160
20200501LSO.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200501LSO.bmp,515,428,832,730,0,0.95402676,1280,1024
20210712YWLW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210712YWLW.jpg,1380,287,2487,1809,0,0.99493825,3840,2160
20200828SYT.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200828SYT.bmp,294,288,677,667,0,0.629142,1280,1024
20201018CTS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201018CTS.bmp,295,424,586,718,0,0.7057473,1280,1024
20220628CKK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220628CKK.jpg,1730,307,2730,1609,0,0.9939592,3840,2160
20181218NPY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181218NPY.bmp,341,293,706,608,0,0.5648651,1280,1024
20180326LLS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180326LLS.bmp,242,396,679,701,0,0.70399183,1280,1024
20180525LMK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180525LMK.bmp,373,265,750,598,0,0.8822818,1280,1024
20180831ISY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180831ISY.bmp,419,210,735,542,0,0.9055177,1280,1024
20220114NE.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220114NE.jpg,983,682,2516,1927,0,0.9988865,3840,2160
20190910CHM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190910CHM.bmp,448,383,946,717,0,0.65685576,1280,1024
20210329KNB.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210329KNB.bmp,412,328,924,852,0,0.999288,1280,1024
20220608LLC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220608LLC.jpg,1127,351,2253,1699,0,0.9985205,3840,2160
20191216YST.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191216YST.bmp,453,312,745,857,0,0.8194917,1280,1024
20190923YSC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190923YSC.bmp,393,671,690,931,0,0.92947274,1280,1024
20180913HWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180913HWY.bmp,609,351,919,632,0,0.9732885,1280,1024
20210804LP.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210804LP.jpg,1187,421,2512,1835,0,0.9962784,3840,2160
20190503YSY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190503YSY.bmp,660,177,1055,675,0,0.98999107,1280,1024
20200921CKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200921CKY.bmp,486,363,816,670,0,0.9450038,1280,1024
20200904YS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200904YS.bmp,520,383,1037,717,0,0.6605594,1280,1024
20181018CSH.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181018CSH.bmp,696,563,1122,856,0,0.93230253,1280,1024
20200319LYM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200319LYM.bmp,518,190,976,655,0,0.98981357,1280,1024
20210523CWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210523CWY.bmp,1238,0,2682,1293,0,0.9972454,3840,2160
20211015SIBP.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211015SIBP.jpg,892,287,1977,1645,0,0.99771464,3840,2160
20180329WLK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180329WLK.bmp,578,295,822,594,0,0.3324321,1280,1024
20210520HPL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210520HPL.bmp,1046,93,2666,1655,0,0.99966234,3840,2160
20190331YML.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190331YML.bmp,430,396,976,886,0,0.97179925,1280,1024
20220724WKW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220724WKW.jpg,1087,379,2805,1809,0,0.9997622,3840,2160
20180728LB.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180728LB.bmp,674,344,1038,819,0,0.9897806,1280,1024
20211024CMK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211024CMK.jpg,863,467,2748,1811,0,0.9970421,3840,2160
20220116CMK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220116CMK.jpg,1498,859,2363,1675,0,0.8706114,3840,2160
20210730LLF.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210730LLF.jpg,1347,235,2684,1565,0,0.9963981,3840,2160
20200923WMY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200923WMY.bmp,508,236,823,550,0,0.96491057,1280,1024
20191108CTB.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191108CTB.bmp,513,173,832,458,0,0.93750644,1280,1024
20180607TYY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180607TYY.bmp,497,340,813,608,0,0.9071391,1280,1024
20220702LCP.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220702LCP.jpg,1148,493,2562,1839,0,0.99719834,3840,2160
20190524LWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190524LWY.bmp,310,280,646,564,0,0.8789732,1280,1024
20191008TJ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191008TJ.bmp,429,374,896,708,0,0.86769396,1280,1024
20220601CMW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220601CMW.jpg,1337,325,2250,1574,0,0.9370712,3840,2160
20191216KLT.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191216KLT.bmp,424,368,791,682,0,0.877661,1280,1024
20191224SWS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191224SWS.bmp,496,278,984,753,0,0.99952227,1280,1024
20210716CAC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210716CAC.jpg,1148,48,2317,1530,0,0.99362665,3840,2160
20210522NPK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210522NPK.bmp,926,303,2411,1946,0,0.99966294,3840,2160
20210419LFP.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210419LFP.bmp,401,126,1017,725,0,0.9994936,1280,1024
20200905CLK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200905CLK.bmp,475,291,879,574,0,0.91792905,1280,1024
20191011THY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191011THY.bmp,220,428,596,717,0,0.79496825,1280,1024
20190510YYY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190510YYY.bmp,372,376,721,672,0,0.9542345,1280,1024
20190216LSY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190216LSY.bmp,181,327,505,610,0,0.7292243,1280,1024
20200924CLY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200924CLY.bmp,558,510,883,837,0,0.63082457,1280,1024
20210829CWT.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210829CWT.jpg,1170,290,2700,1915,0,0.9997211,3840,2160
20220309IKL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220309IKL.jpg,1788,4,2768,1306,0,0.9893496,3840,2160
20190112AKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190112AKY.bmp,398,562,757,848,0,0.95145494,1280,1024
20210923LSP.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210923LSP.jpg,1064,349,2692,1892,0,0.9997629,3840,2160
20210425LBWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210425LBWY.bmp,178,221,884,875,0,0.99553263,1280,1024
20200525LYY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200525LYY.bmp,627,280,967,598,0,0.71009296,1280,1024
20181224NKL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181224NKL.bmp,384,564,816,867,0,0.90342396,1280,1024
20210712LSY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210712LSY.jpg,1108,0,2768,2160,0,0.9987853,3840,2160
20210331HSW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210331HSW.bmp,450,375,1034,1013,0,0.99808633,1280,1024
20210506CSY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210506CSY.bmp,521,90,1002,662,0,0.997483,1280,1024
20211214CWC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211214CWC.jpg,754,358,2444,2026,0,0.99975425,3840,2160
20181018YNL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181018YNL.bmp,600,137,862,429,0,0.77742434,1280,1024
20180917CPT.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180917CPT.bmp,120,57,449,688,0,0.43584397,1280,1024
20201205HTN.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201205HTN.bmp,317,316,653,654,0,0.9347013,1280,1024
20201124SMY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201124SMY.bmp,531,284,910,581,0,0.9070861,1280,1024
20190605CNS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190605CNS.bmp,647,354,941,784,0,0.88837206,1280,1024
20181002LHQ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181002LHQ.bmp,530,498,879,834,0,0.89543146,1280,1024
20210308ZJ.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210308ZJ.jpg,1751,973,2543,1936,0,0.46203393,3840,2160
20210530TWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210530TWY.bmp,1102,388,2347,1793,0,0.9987166,3840,2160
20220109LCY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220109LCY.jpg,1145,577,2225,2099,0,0.9906752,3840,2160
20201021TCS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201021TCS.bmp,740,590,1216,877,0,0.77258277,1280,1024
20191107LWW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191107LWW.bmp,397,345,693,611,0,0.88981384,1280,1024
20210104LJL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210104LJL.bmp,657,498,984,790,0,0.7042152,1280,1024
20211026LKW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211026LKW.jpg,1484,226,2532,1675,0,0.9960201,3840,2160
20180614WNZ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180614WNZ.bmp,292,173,714,482,0,0.8436214,1280,1024
20190907PWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190907PWY.bmp,751,420,1067,918,0,0.8389104,1280,1024
20180211LLF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180211LLF.bmp,379,485,707,775,0,0.70279306,1280,1024
20220102XQ.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220102XQ.jpg,777,412,3020,1954,0,0.9974601,3840,2160
20220707NWH.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220707NWH.jpg,1507,249,2489,1742,0,0.9881487,3840,2160
20190409KKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190409KKY.bmp,512,339,851,639,0,0.93462944,1280,1024
20201102FMY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201102FMY.bmp,405,341,742,652,0,0.9685761,1280,1024
20211228LMY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211228LMY.jpg,1512,298,2486,1649,0,0.99212074,3840,2160
20190520CSL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190520CSL.bmp,600,260,968,562,0,0.8664133,1280,1024
20201111STWK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201111STWK.bmp,509,300,858,655,0,0.8948591,1280,1024
20190108CFY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190108CFY.bmp,345,468,731,765,0,0.9539555,1280,1024
20211230HVDC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211230HVDC.jpg,1434,251,2664,1673,0,0.9958009,3840,2160
20210424LCY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210424LCY.bmp,182,29,732,577,0,0.99976575,1280,1024
20211130WNY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211130WNY.jpg,1305,111,2183,1781,0,0.9439199,3840,2160
20210313ZX.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210313ZX.jpg,1073,732,2358,1585,0,0.7949268,3840,2160
20210728NKW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210728NKW.jpg,1097,77,2657,1650,0,0.9996431,3840,2160
20201213LC.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201213LC.bmp,601,290,952,794,0,0.9183832,1280,1024
20201215CLP.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201215CLP.bmp,570,356,906,666,0,0.9522419,1280,1024
20210710DKA.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210710DKA.jpg,1253,651,2406,1857,0,0.9970965,3840,2160
20191217LDPF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191217LDPF.bmp,495,532,843,842,0,0.9625788,1280,1024
20220704WR.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220704WR.jpg,1433,789,2783,2113,0,0.9935391,3840,2160
20210823YKC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210823YKC.jpg,1180,677,2810,2102,0,0.9996913,3840,2160
20190827LHY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190827LHY.bmp,580,452,1008,764,0,0.8484325,1280,1024
20191228WLH.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191228WLH.bmp,287,275,741,709,0,0.9911175,1280,1024
20190728RS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190728RS.bmp,385,370,745,662,0,0.9659109,1280,1024
20190317KNM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190317KNM.bmp,488,282,910,613,0,0.7431919,1280,1024
20210228RK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210228RK.jpg,1490,365,2502,1291,0,0.94176245,3840,2160
20211115LYY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211115LYY.jpg,1162,319,2783,1938,0,0.9998702,3840,2160
20220716SKW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220716SKW.jpg,1012,158,1828,1757,0,0.9464636,3840,2160
20210320LTK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210320LTK.bmp,462,213,1051,804,0,0.99955755,1280,1024
20201202LSYJ.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201202LSYJ.bmp,699,171,1028,488,0,0.91533756,1280,1024
20191015SKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191015SKY.bmp,320,455,756,887,0,0.9952956,1280,1024
20210511WYL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210511WYL.bmp,448,236,1068,806,0,0.9893607,1280,1024
20190303SRS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190303SRS.bmp,500,548,818,842,0,0.9582969,1280,1024
20220604HHK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220604HHK.jpg,846,300,2058,1728,0,0.9975931,3840,2160
20190604LWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190604LWY.bmp,493,469,813,755,0,0.9406644,1280,1024
20210522LSM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210522LSM.bmp,851,596,1943,2069,0,0.994697,3840,2160
20181227LTT.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20181227LTT.bmp,593,482,1016,771,0,0.9315681,1280,1024
20210719CWS.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210719CWS.jpg,954,162,2518,1661,0,0.9984728,3840,2160
20220111CWY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220111CWY.jpg,1516,186,3015,1612,0,0.99959034,3840,2160
20211104CYY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211104CYY.jpg,1361,245,2288,1706,0,0.9777585,3840,2160
20211118WCY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211118WCY.jpg,1104,290,2752,1831,0,0.99984825,3840,2160
20200723WKP.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200723WKP.bmp,429,291,1195,736,0,0.9861015,1280,1024
20220511LHM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220511LHM.jpg,1317,179,2704,1648,0,0.9980206,3840,2160
20211110KMH.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211110KMH.jpg,1205,460,2771,1936,0,0.99974114,3840,2160
20211231ZC.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211231ZC.jpg,1217,0,3016,2160,0,0.9994313,3840,2160
20211129CSK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211129CSK.jpg,1198,111,2834,1707,0,0.9993343,3840,2160
20200323LHW.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200323LHW.bmp,361,252,782,585,0,0.9628505,1280,1024
20190614YHM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190614YHM.bmp,773,476,1121,747,0,0.9525564,1280,1024
20210810CYY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210810CYY.jpg,488,411,2110,1964,0,0.9996819,3840,2160
20201107TNM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201107TNM.bmp,415,453,824,929,0,0.9887709,1280,1024
20191214CKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191214CKY.bmp,139,388,636,699,0,0.6698072,1280,1024
20180627DM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180627DM.bmp,560,574,950,891,0,0.34340066,1280,1024
20220605YMM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220605YMM.jpg,1691,369,2827,1826,0,0.99710655,3840,2160
20200104CKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200104CKY.bmp,546,192,995,513,0,0.7441126,1280,1024
20210323LYK.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210323LYK.bmp,591,372,1159,909,0,0.9924666,1280,1024
20201002WMT.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201002WMT.bmp,641,257,986,536,0,0.9495897,1280,1024
20211104TLM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211104TLM.jpg,844,299,2511,1922,0,0.9998486,3840,2160
20180724LKL.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180724LKL.bmp,605,656,951,927,0,0.9647202,1280,1024
20210926ITS.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210926ITS.jpg,1227,280,2220,1738,0,0.9950386,3840,2160
20201128SCY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201128SCY.bmp,523,515,837,844,0,0.93970674,1280,1024
20220630YSK.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220630YSK.jpg,1166,715,2421,2044,0,0.98982126,3840,2160
20210323CLM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210323CLM.bmp,602,70,1113,592,0,0.9995578,1280,1024
20210628NHL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210628NHL.jpg,1652,357,2835,1639,0,0.99838144,3840,2160
20191127CWY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191127CWY.bmp,451,491,919,772,0,0.7844507,1280,1024
20190509TS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190509TS.bmp,780,241,1086,517,0,0.90867865,1280,1024
20191117HDIM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191117HDIM.bmp,607,86,1004,378,0,0.93530333,1280,1024
20201118LHY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201118LHY.bmp,309,321,655,645,0,0.7700321,1280,1024
20190818GCLN.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190818GCLN.bmp,238,449,577,958,0,0.9538465,1280,1024
20190803YLY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20190803YLY.bmp,548,297,962,750,0,0.99823093,1280,1024
20211110KSL.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211110KSL.jpg,1100,430,2476,1902,0,0.9941743,3840,2160
20200708CCY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200708CCY.bmp,372,247,777,567,0,0.9642149,1280,1024
20210314CCS.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210314CCS.jpg,1305,635,2013,1541,0,0.4903326,3840,2160
20180724WKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20180724WKY.bmp,360,65,791,421,0,0.88166964,1280,1024
20210905SCM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210905SCM.jpg,1707,94,3045,1616,0,0.97701764,3840,2160
20201203YWH.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201203YWH.bmp,610,329,902,810,0,0.9572667,1280,1024
20210319TKM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210319TKM.bmp,433,298,960,852,0,0.99671996,1280,1024
20210116SSY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20210116SSY.bmp,494,353,909,668,0,0.92643934,1280,1024
20200923LYT.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200923LYT.bmp,494,352,822,656,0,0.9521887,1280,1024
20211202MTW.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211202MTW.jpg,1472,374,2806,1621,0,0.99877626,3840,2160
20220707CYS.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20220707CYS.jpg,1152,175,2325,1615,0,0.9890637,3840,2160
20201107CKY.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20201107CKY.bmp,339,80,618,662,0,0.76933587,1280,1024
20210304MWM.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210304MWM.jpg,603,899,1491,1785,0,0.8882049,3840,2160
20200908TSM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200908TSM.bmp,380,339,784,667,0,0.92632526,1280,1024
20200427NKF.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20200427NKF.bmp,321,487,623,845,0,0.6751267,1280,1024
20191118CCS.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191118CCS.bmp,746,176,1044,524,0,0.41383463,1280,1024
20210820CKF.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20210820CKF.jpg,1769,249,2671,1707,0,0.973444,3840,2160
20191128TST.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191128TST.bmp,189,479,612,818,0,0.5298177,1280,1024
20211129HY.jpg,/mnt/louisayu/nfs_share2/embryo/rawdata/20211129HY.jpg,502,123,2132,1865,0,0.9996913,3840,2160
20191215HDIM.bmp,/mnt/louisayu/nfs_share2/embryo/rawdata/20191215HDIM.bmp,311,491,859,798,0,0.648416,1280,1024
